article_id,title,sentence,label
92,The freedom to take offence.,it is their right to be critical of such depictions,assumption
280,What is not being reported in Azerbaijan.,"In October, when travelling for a conference in Prague, Ismayilova was prevented from leaving the country",anecdote
258,The trap of insecurity: Extrajudicial killings in Kenya.,"In the beginning of the group's existence, the social aspect was more prominent",assumption
265,Unbroken': Where's the rest of Louis Zamperini's story?,"The film, ""Selma,"" which is scheduled for release on January 9, would be incomplete if it failed to depict Martin Luther King Jr  as a minister whose faith motivated him to be a modern-day Moses",assumption
162,"Inside the National Gallery, a portrait of modern inequality.","For all George Osborne's hi-vis posturing about his sham ""northern powerhouse"", the latest figures from the Centre for Cities show how far the gap between the south and the rest has widened",assumption
256,Torturing Muslims is an 'awesome' way to get things done.,it's not that we don't know,assumption
55,"CIA interrogations report: Feinstein offers aid and comfort to enemy, stabs heroes, allies in the back.",we grant her the noblest intentions,assumption
97,The generational change in US-Cuba relations.,Long gone are the existential security threats that came from the island during the Cold War,assumption
224,Revisiting the British conquest of Jerusalem., theological interpretations and attempts at recreating the biblical past were aimed at ushering in a distorted extreme right-wing Christian vision of the world that involved Israel as a stepping stone for its realisation in anticipation of the Second Coming,assumption
91,Free community college isn't a joke for families who spend half their income to send a child.,The federal government would cover three-quarters of the average cost of community college,anecdote
132,Is it not time to dismantle the CIA?,"He had favoured creation of the CIA so that a president would have one agency providing him with objective foreign intelligence, rather than having to rely upon the often conflicting information being served up by the Departments of State, Defense, and others who ""slanted to conform to established positions of a given department""",testimony
238,The rights of sex workers.,"It is time for democracies to include sex workers in policy-making processes and take them seriously - not just because democratic values mandate it, but because sex workers are the experts on the matter",assumption
251,Sydney Hostage Crisis: Australia has lost its innocence.,Islamist views are incompatible with the liberty enjoyed by Australians and Americans,assumption
299,#YouTubeAsksObama: GOP desperately needs a 'Glozell' moment.,"Hank Green, a wildly successful vlogger with his brother, who regularly reaches 2.4 million people through their YouTube videos, started off the round-robin interviews by thanking the president for welcoming him to his house",anecdote
183,The Observer view on the Paris attacks.,But France's already powerful far-right Front National is certain to use the Charlie Hebdo affair to exploit these fears and prejudices,assumption
63,Could Indiana Gov  Mike Pence be our next president?,Hillary Clinton becomes the Democratic Party's presidential nominee,assumption
144,Last minute Christmas shopping: Five things to avoid.,"By the way, that's when shoppers are especially susceptible to impulse buying",assumption
70,"Diversity among police officers is key, but it won't solve the problems with policing.",even encounters between white officers and minority citizens may be perceived as less racialized when the department has a critical mass of minority officers,assumption
194,The Paris attackers hijacked Islam but there is no war between Islam and the west.,things have been very difficult of late in France,assumption
225,The rise of Poland's urban movement.,that urban activists have considerable social support,assumption
177,"Obama in the 'Fourth Quarter': President goes on offense, looks to legacy.",Major defections by Senate Democrats will also allow the Republican majority in the Senate to stop filibusters and potentially override Obama's vetoes,assumption
16,Argentina's Debt Crisis: Country turns to UN to avoid accountability.,"Sure enough, Argentina has successfully rallied a majority of U.N  member nations to join in denouncing Argentina's debt holders and endorsing its multilateral debt restructuring framework",assumption
233,Saudi's bold political gambit.,"one chooses to employ short hand monikers to describe the state of affairs in the region, rather than a ""Thirty Years War"" or a ""Cold War""",assumption
62,Connecticut Supreme Court saves teen's life.,How does that make sense to a rational mind?,assumption
37,The push for a global audience could be a catastrophe for British sitcoms.,"in that it was riven with self-loathing, and its situation - the gap between its characters' desire to pull and their capacity to do so - inherently fraught and fruitful",assumption
292,The widening war in the Middle East.,"although, again, nothing has been confirmed at this point",assumption
160,Muslims in the news only when they're behind the gun.,"Citizens with jobs, families, and interpretations of Islam that condemn violence, and contradict the malignant caricature of the faith constructed by the state",assumption
117,"If Greece turns left, will Europe follow?",Spain follows the same path both in regards to the social crisis and the political management of that crisis,assumption
162,"Inside the National Gallery, a portrait of modern inequality.","Most are in work- but earning too little to buy what a majority of the public in focus groups consider essentials for participation in society: no drink or cigarettes,? 5 a fortnight for eating out, ? 40 for Christmas food, one week's UK holiday",statistics
255,"Torture is a crime, time to end the impunity.","His detention and interrogation ""became the model"" for the treatment of detainees at that facility, according to the SSCI",testimony
212,Putin and Erdogan: Partnership of convenience?,which is heading for general elections in the first half of 2015 and is therefore determined to avoid such unpleasant shocks and also keep gas prices low,assumption
165,Try my new NHS helpline. You've nothing to lose but the will to live...,you know how people are,assumption
237,"Sexting may make porn stars of us all, but you don't have to be an Adonis.",You'll be horrified by their choice of curtains,assumption
4,? 300 for a job reference is the latest outrage in the exploitation of interns.,"First, they've been sent the message that they're of little value to the economy",assumption
162,"Inside the National Gallery, a portrait of modern inequality.",they have to go nuclear: let a private company get tough with them,assumption
240,The single reason why I celebrate Christmas.,The December issue of the Journal of Family Psychology contains no fewer than five research papers documenting religion's positive impact on family relationships,anecdote
36,Can solar power replace oil in the Middle East?,"In the US, oil producers are leaving no stone unturned in the hunt to become as efficient and sustainable as possible",assumption
40,Chaplain punished for sharing his faith in suicide prevention class.,And Col  Fivecoat sent me an email telling me that he would not be able to comment at this point,anecdote
68,Defusing Taliban publicity.,"He says they would really benefit if journalists in the West supported their campaigns, especially those who frequently report from Afghanistan",testimony
62,Connecticut Supreme Court saves teen's life.,Those 9 months will also give doctors valuable time to complete her therapy and give her a new chance at a full and happy life,assumption
76,Eight ways to kill your enemies with kindness.,"a body, once immortalised by science, will feel grateful for this afterlife, yet mortified by their legacy",assumption
212,Putin and Erdogan: Partnership of convenience?,(imports of Turkish poultry and seafood have rocketed since),assumption
276,"What do black and white, rich and poor Americans have in common with one another, anyhow?",And I believe it is a profound tragedy when that capacity is not realized,assumption
56,CIA interrogations report: New Congress must tackle how to get intelligence right.,The suggested reforms speak of following our sense of justice and fairness and civility,assumption
116,"If Abbott is serious about tackling terrorism, cutting foreign aid is the worst way to go about it.","Higher levels of foreign aid have the potential not to only alleviate extreme poverty in our region, but to raise international opinion of Australia as a fair country",assumption
4,? 300 for a job reference is the latest outrage in the exploitation of interns.,"when it comes to looking for a job, young people are so used to mounting hindrances that you can stick on another like an extra bottle on a drunk's bar tab",assumption
31,A bully in Harvard Yard: What professor's $4 food fight tells us.,Bullies usually don't,assumption
139,Je Suis Charlie? Media need to stop covering for murderous Muslims.,Remember the media reaction to the riots over Danish cartoons depicting Mohammad in 2005,assumption
164,"New Congress: My fellow Republicans, here's your chance to prove you can lead.","With this new power comes not only responsibility, but also real challenges and opportunities",assumption
278,What freedom of speech?,"This attitude presumes, as Wilson did when he prosecuted folks for publicly singing German songs during World War I, that the government is the origin of free speech and can lawfully limit the speech it hates and fears",assumption
259,Treating Africans with an untested Ebola drug.,The British medics sent to work at the centre raised alarm as early as November about Emergency's approaches to palliative care,testimony
253,There is no debate about torture.,"The Agency had too few analysts and linguists with the expertise required to support[a detention] programme""",testimony
8,Is Afghanistan ready for the drawdown?,they will not tolerate any failure in fixing a dysfunctional government which has failed to address endemic corruption and a culture of impunity,assumption
26,Billy Crystal is wrong. There is nowhere near enough gayness on screen.,because there is no human on earth whose face isn't already completely submerged in and saturated by it,assumption
83,Ferguson: Obama contines to undermine police departments around the country.," it has by far the highest assault rate in the country, at 1,257 per 100,000 people",statistics
257,Town told to keep Christ out of Christmas parade.,that landed them in a world of trouble with a group of out-of-town atheists,assumption
273,Why Vladimir Putin should be at the Auschwitz memorial ceremony.,"As the end of the war approached, controls became even stricter",assumption
216,Rape culture on campus: The silence of men.,"Lawyer Mark Filip was selected to lead the independent investigation, this despite the fact that he was a member of the Phi Kappa Psi fraternity, the very same one whose members were accused of gang rape",anecdote
299,#YouTubeAsksObama: GOP desperately needs a 'Glozell' moment.,His questioning was serious,assumption
197,Paris terror attack: Journalism is under fire.,which was aimed at paralyzing and humiliating a media company over its ill-advised film that depicted North Korean strongman Kim Jong-un's head being blown up,assumption
258,The trap of insecurity: Extrajudicial killings in Kenya.,"More than any other institution in the country, the police has deep institutional problems",assumption
300,Zero suicides is an admirable aim but it requires all-out change.,"Yes, things are changing",assumption
220,The real threat to the Indian state.,NDFB slaughtered nearly a 100 Muslims and displaced half a million in July-August 2012,anecdote
22,Forget the bad science. Here are my top 5 dos and don'ts of dating.,which is likely to hamper the relationship,assumption
81,Do you really think your fat joke about Chris Christie is funny?,His actions are often well-considered,assumption
283,Where's the attention from Sharpton & Jackson for Black lives in St  Louis beating?,which is likely to end with adult murder convictions and life sentences for the boys,assumption
260,Turkey's red line.," the daily exaggerated the responses, chose to sail under false colours",assumption
264,Ukraine: The opportunity of war.,It is clear that the conflict in Donbas has encouraged Ukrainians' readiness to accept difficult but much-needed reforms,assumption
231,Saluting the silent heroes of the US Navy's submarine force.,Saluting the silent heroes of the US Navy's submarine force.,title
240,The single reason why I celebrate Christmas.,who demanded that she stop indulging in such religious mumbo-jumbo,anecdote
255,"Torture is a crime, time to end the impunity.",That report describes the detention and interrogation of 119 detainees held by the CIA,anecdote
57,"CIA Report, Funding the Government: How can Obama, Congress defy the Constitution?",President Obama acknowledged that the CIA had tortured,assumption
284,Where does your tax money go?,"Without a century of freely transferred research and development investments by the US Department of Agriculture, pesticide, herbicide and other chemical industries would not be where they are today",assumption
94,From Guantanamo to Montevideo and on to Havana.,whose controversial detention in the late 1990s led to a worldwide campaign for their release,anecdote
156,Max Factor can't claim credit for Marilyn Monroe.,Max Factor wants to emphasise history,assumption
47,We are breaking promises to our children.,There are seven other MDGs,anecdote
11,"Amnesia, not immigration, is our problem.",It has been a grim start for 2015 as far as European tolerance is concerned,assumption
236,Seven ways to stay married.,The elders describe it as the experience of a lifetime,testimony
35,We can't breathe: Obama's last chance for change.,"At its core, police violence is a white American problem, not a black one",assumption
258,The trap of insecurity: Extrajudicial killings in Kenya.,"As a response to the growing terrorism threat, the Kenyan government created the Anti-Terrorism Police Unit (ATPU) in March 2003, following the 2002 attack on an Israeli-owned Mombasa hotel",anecdote
159,Mosul - a city on death row.,US intelligence estimates that ISIL has the weapons to fight for two years,testimony
14,A re-elected LNP without Campbell Newman: could this be the election that returns Queensland to normality?,"At the last election, it was estimated that the LNP won 62.8% of the vote after preferences",statistics
290,Why most Americans oppose more gun control.,Lott is also a leading expert on guns and op-eds on that issue are done in conjunction with the Crime Prevention Research Center,anecdote
243,Sony scraps 'The Interview': Dark day for America when we cave over silly Seth Rogen comedy.,it is a damn good spectacle,assumption
204,"In the UK, we also can't breathe.",She fell into a coma and was pronounced dead four days later,anecdote
161,"My brain tumour will be removed this week, and I can be thankful.",Will they need to open me up again because my brain is bleeding?,assumption
13,Anxious Britain will find no succour in a TV election debate.,"what will it take for us to build that into a set of political demands, rather than try to interrogate them away with introspection and positive self-talk?",assumption
44,Charlie Hebdo and western liberalism.,"By contrast, the abhorrent violence by some Muslims is a recent phenomenon, and one that must be confronted by addressing the failure of western liberalism to live up to its stated ideals, not by reflexively continuing to sing its praises",assumption
75,EEOC: School wrong to fire teacher who gave Bible to student.,"They waged a disgusting public war against this fine, upstanding man simply because he gave a child a Bible",assumption
243,Sony scraps 'The Interview': Dark day for America when we cave over silly Seth Rogen comedy.,some are apathetic,anecdote
111,The Hinchingbrooke fiasco shows privatisation is no answer to NHS woes.,Hinchingbrooke is in Huntingdon,common-ground
161,"My brain tumour will be removed this week, and I can be thankful.","It means I have to live in the lacuna of uncertainty, embracing not knowing and carrying on",assumption
283,Where's the attention from Sharpton & Jackson for Black lives in St  Louis beating?,And the grand jurors still refused to allow the police to go on trial,anecdote
260,Turkey's red line.,"""Fascism is not the prohibition of saying things; it is the obligation to say them.""",testimony
9,"After Charlie Hebdo attack, the real war.","What is ""radical Islam""?",assumption
95,From Panama to Ferguson: Countering the devaluation of black lives.,"When the firing stopped and the smoke from the fires finally subsided, thousands were dead and the neighbourhood largely destroyed",anecdote
253,There is no debate about torture.,including whether those responsible should be sanctioned,anecdote
127,Iran talks: Moving beyond 'worn out' policies.,This is to ensure Iran's breakout time is prolonged,assumption
79,Expert: Blacks trust police more than whites do.,There appears to be a silent majority of blacks who trust the police,assumption
289,Why #illridewithyou is an ill ride.,"At first glance, one may indeed be tempted to fit him into the mould of what some security experts have called""bedroom jihadists"", a fashionable term to describe self-radicalised individuals who have been recruited online to plan and execute terror attacks that would advance the cause of clandestine Islamist organisations",assumption
184,The Observer view on our health and the sugar-peddling food industry.,"Further bad news came from the Youth Sport Trust, in its Unlocking Potential report",anecdote
270,Obama's terror strategy is failing: US must heed lessons of 9/11.,"where the United States has been involved in efforts to degrade AQAP's capabilities, but have been unable to eliminate AQAP's ability to conduct attacks on us and our allies",anecdote
161,"My brain tumour will be removed this week, and I can be thankful.","""No.""",anecdote
234,High School: Islamic vocabulary lesson part of Common Core standards.,She was extremely troubled by what her child was exposed to in the classroom,anecdote
206,Pope Francis' Vatican just gave Democrats a big boost for 2016.,It is better than anything the liberal nuns could have hoped for,assumption
37,The push for a global audience could be a catastrophe for British sitcoms.,"who, while they can have a (delicious) charred aubergine in the restaurants, aren't massively catered for by the shops",assumption
165,Try my new NHS helpline. You've nothing to lose but the will to live...,Just hope there' s no one with a burst appendix in the phone queue just behind you,other
172,North Korea: An 'act of war' over a movie?,"some catastrophe occurred at a showing of the film in Los Angeles or Washington, DC",assumption
144,Last minute Christmas shopping: Five things to avoid.,Believe there is still money to spend in your budget this month,assumption
235,Selma' sets off new fight over Martin Luther King's contested legacy.,white ministers and rabbis took great risks and even died for the cause,assumption
123,The internet is fertile ground for the mosaic of allegiances out of which teens build identity.,"Or worse, you've helped your 4chan buddies dox a female game developer",anecdote
58,"Punishment, not apology after CIA torture report.",The Bush administration still refused to openly acknowledge the programme until September 2006,assumption
28,The big orange shed that holds the key to Britain's economic recovery.,practically everyone who visits Building Bloqs comes away convinced of its importance,assumption
295,I witnessed the Peshawar massacre'.,There was huge explosion,anecdote
289,Why #illridewithyou is an ill ride.,"We will protect the good Muslims, so gestures the campaign",assumption
284,Where does your tax money go?," Congress just lets them continue on indefinitely without regulatory standards, cost-benefit tests or sunset provisions",assumption
114,The hostage rescue dilemma.,"it appears Luke Somers, an American journalist, and Pierre Korkie, a South African teacher, were killed by their captors during a night-time rescue attempt carried out by US Navy SEALs",anecdote
143,We are the last generation that can fight climate change. We have a duty to act.,The presence of thousands of foreign terrorist fighters there and in Iraq has added a further volatile dimension,assumption
179,Obama's big government policies don't create enough decent jobs.,the majority of families have permanently lost much more buying power than those averages indicate,assumption
269,US economy: Why I'm optimistic about growth in 2015.,This is still one of the most anemic recoveries,assumption
274,When should voluntary euthanasia not be an option?,Another argument turns on human autonomy,assumption
153,Marathons don't cut it any more - the extreme events offer the best rush.,I have no idea what caused the rise of the extreme sports as a phenomenon,assumption
145,Lebanon has just done the unthinkable.,"some sectors of the Lebanese economy, e.g  construction, remain highly dependent on Syrian workers",assumption
238,The rights of sex workers.,"only New Zealand has chosen ""decriminalisation"" as sex work policy",anecdote
7,Afghanistan conference won't rock the boat.,"The conference is also an opportunity for the international community ""to reaffirm its long-term commitment to supporting Afghanistan's peaceful development""",testimony
295,I witnessed the Peshawar massacre'.,I thought he is playing dead,anecdote
48,Children in our towns and cities are being robbed of safe spaces to play.,But it's still not far enough,assumption
120,More immigration and population growth? London can take it.,But this isn't a time for complacency,assumption
220,The real threat to the Indian state.,"BTAD covering around 8,795 square-km area was given to Bodos on a platter",assumption
283,Where's the attention from Sharpton & Jackson for Black lives in St  Louis beating?,"And the police and grand jurors see physically large black men -- in the cases of both Michael Brown and New York's Eric Garner, who was choked to death by police-- as especially threatening",assumption
72,Do we really need to cancel Christmas?,Christmas is about anticipating and celebrating the greatest gift that has already been given-- the unconditional love of God in the birth of Jesus Christ,assumption
240,The single reason why I celebrate Christmas.,"Clearly, I don't need the Journal of Family Psychology to tell me that religion has a significantly positive impact on family relationships",assumption
203,"Please Australia, don't let abusive boxer Floyd Mayweather in.",the boxing world's attention is focused on whether a fight between Floyd Mayweather and Manny Pacquiao might finally happen,assumption
167,New York Times columnist Maureen Dowd self-destructs.,And by someone other than herself?,assumption
265,Unbroken': Where's the rest of Louis Zamperini's story?,"His book is titled,""Don't Give Up, Don't Give In: Lessons from an Extraordinary Life.""",anecdote
51,Christians rally to defend fire chief who wrote 'anti-gay' book.,The mayor also alleged Cochran distributed the book to members of the fire department,anecdote
291,Why Tunisia succeeded where Egypt failed.,It's a long process,testimony
219,"The Real State of Our Union: More entitlements, taxes and unemployment.",Young folks start enterprises by raising a lot of capital from older rich people,assumption
122,The Indian government won't stop my fight to save Mahan's forests.,My travel was legitimate,assumption
153,Marathons don't cut it any more - the extreme events offer the best rush.,It also sets a great example,assumption
174,The greatest trick Obama ever pulled was convincing the world America isn't still at war.,as is their own constitutional duty,assumption
165,Try my new NHS helpline. You've nothing to lose but the will to live...,Calls may be recorded for subsequent publication as a book of hilarious and embarrassing medical anecdotes,anecdote
252,"The Paris unity march shows we must protect freedom of expression, not curtail it further.",We were a calm sea of over 1.5 million people pouring through the grand boulevards of central Paris,anecdote
235,Selma' sets off new fight over Martin Luther King's contested legacy.,"Race retains a powerful grip on American guilt, fear, lust and anger",assumption
293,Will Congress give Alibaba a green light to crush America's small businesses?,you're kissing Alibaba,assumption
47,We are breaking promises to our children.,They all signed the petition,anecdote
117,"If Greece turns left, will Europe follow?","Secondly, there can be no functioning democracy so long as Greece is not given choices other than poverty, degrowth and exclusion",assumption
70,"Diversity among police officers is key, but it won't solve the problems with policing.","Diversity among police officers is key, but it won't solve the problems with policing.",title
217,The readers' editor on... mistakes made in an article about Amal Clooney and the 'al-Jazeera three' jailed in Egypt.,The incident that was recounted in fact arose in early 2014,testimony
262,Chances of a TV election debate? Choose between zilch and nada.,When did he become obsessed with championing the rights of minority parties?,assumption
15,"Are you drinking because you're working long hours, or are you working long hours to justify drinking?",there' s one thing an alcoholic can use to deny the extent of their drinking`cond,assumption
43,Why Charlie Hebdo attack is not about Islam.,It's no mere coincidence that at least two of the Charlie Hebdo attackers are reportedly of Algerian descent and the third from Senegal,assumption
205,"Pope Francis, Salman Rushdie and Charlie Hebdo.",in that darkness some additional monsters lurk,assumption
267,UN marks Human Rights Day by promoting violation of human rights.,"Sixty-six years ago was the high water mark of global disapproval of xenophobia, and racial and religious discrimination",assumption
294,Will Putin bite off more than he can chew?,This would require capturing Kharkiv,assumption
191,The Paris attacks and the failure of the republic.,That is not to say that the French government should be solely held responsible for the situation which France is facing today,assumption
266,United States polarising - inequality and injustice escalating.,It took off in the 1980s and is in high gear in the twenty-first century,assumption
44,Charlie Hebdo and western liberalism.,"Even as they were establishing the very foundations of modern liberal societies, from the tenets of freedom of speech and the free exercise of religion to the basis for democratic forms of governance, Enlightenment thinkers were nearly universal in their expression of support for a world built on racial hierarchies and the expansion of new European empires that depended largely on the use of violence to control colonial subjects",assumption
85,Coming soon: Fifty Shades of Ironing.,Coming soon: Fifty Shades of Ironing.,title
233,Saudi's bold political gambit.,Both Syria and Iran feared the Bush administration would use Iraq as a base to destabilise their regimes,assumption
80,The fantasy of an Iran-US partnership.,"the repercussions are being felt today in countries like Pakistan, Nigeria, Australia, and China",assumption
293,Will Congress give Alibaba a green light to crush America's small businesses?,Why on earth would conservatives and Republicans want to undercut the local small businesses they claim to represent in favor of an online retailing Goliath backed by the Chinese government?,assumption
23,"Beating your partner is a crime, not an illness.",What about prevention of domestic violence?,assumption
11,"Amnesia, not immigration, is our problem.",there were times when we lived with much more diversity in our midst,assumption
221,Rejected by your parents? Remember: you are not alone.," we rationalise, how can we be safe?",assumption
199,Peace on Earth?,old people are already irritated about being old,assumption
176,"Obama hands Cuba's Castros a major victory, but Congress can still stop it.",before his administration can take Cuba off the State Department list of terrorism sponsors,assumption
33,Cameron would rather look 'frit' than face a bashing from Farage.,"The Twittersphere throbs with shouts of ""frit""",assumption
157,Military courts and terrorists heroes.,winning the war against extremists requires mobilising Pakistan's public against terror,assumption
44,Charlie Hebdo and western liberalism.,"Writing on European Jews, this quote comes not from a propagandist in Nazi Germany, but rather from Voltaire, the 18th century French philosopher whose name has been invoked frequently in recent days as a historic champion of the freedom of expression",assumption
215,Race and economics in Hollywood casting.,"Such a casting decision would have been influenced by ""Black Gold"" reportedly being one of the most expensive Arab- produced films about an Arab subject",assumption
223,Responding to the massacre: Revenge or resolution?,"Despite repeated calls for stronger military action by the US government and also many influential commentators within Pakistan, there is widespread suspicion that these army operations end up killing more civilians than militants",assumption
30,"Buffalo schools spend $5.4 million on free plastic surgeries for teachers, despite massive deficit."," school district spending on the unique benefit, known as a ""cosmetic rider"" on the insurance plan for union members, totaled $5.4 million in 2013-14, an increase of 4.1 percent from 2012-2013 and an increase of 9.5 percent from two years ago, according to public records information obtained exclusively by EAGnews",statistics
235,Selma' sets off new fight over Martin Luther King's contested legacy.,"She argued that crediting Johnson with supporting the Selma march was ""jaw-dropping and offensive"" and amounted to ignoring ""black citizens who made it so.""",testimony
150,Little Hope Was Arson': Why I made a movie about burning churches.,I hadn't been persuaded by a man building a congregation,anecdote
135,It used to be rude not to answer the phone. Now you're rude if you do.," in the age of the mobile, it's impossible to know whether the person you're calling will find it convenient to chat",assumption
181,"Obama's State of the Union fantasy world: We need a real national security strategy, VA reform.","In the next Congress, the president should champion even deeper reforms at VA to bring accountability for poor performing employees throughout the department and to expand health care options for veterans outside the VA system",assumption
118,Immigration: Congress must reassert its authority and preserve our Constitution.,Many people disagree with those laws,assumption
167,New York Times columnist Maureen Dowd self-destructs.,Ms  Dowd provided what many thought was the coup de grace against Ms  Miller,assumption
61,Confessions of a teenage shoplifter.,"Why choose one eyeshadow, when you could have it in every colour?",anecdote
149,Let's recruit academically gifted students from poor neighborhoods the same way we seek out star athletes.,Do we really want to tell students that catching balls is more important than acing tests?,assumption
258,The trap of insecurity: Extrajudicial killings in Kenya.,which brought them into confrontation with the state,assumption
228,A Russian bank and French nationalism.,"They did, however, provide me with a direct email address to get in touch with one of the deputy chairmen",anecdote
255,"Torture is a crime, time to end the impunity.",Abu Zubaydah was effectively treated as a human guinea pig to test the CIA's emerging interrogation regime,assumption
246,Star Wars stereotypes: Not a force for good.,the props and sets left behind from both shoots remain a tourist draw to this day,anecdote
23,"Beating your partner is a crime, not an illness.",perpetrators will realise that it is not the decision of their victims to send them to court,assumption
9,"After Charlie Hebdo attack, the real war.","there isn't a combined change in how ruling governments conduct their affairs(especially on the economic empowerment front), and how to tackle every one of the extremists' thoughts, ideas and practices",assumption
32,"If California truly leads the nation, we can elect a black woman to the US Senate.",True proportional representation would see black senators in the double digits in Congress,assumption
136,I was radicalised by a neo-Nazi group. It could just have easily been Isis.,"Ongoing action by Asio and the now-defunct special branch of the NSW police and, mostly, the self-implosion of key individuals in the group, meant that by the time I joined it was only a shadow of its former strength",assumption
217,The readers' editor on... mistakes made in an article about Amal Clooney and the 'al-Jazeera three' jailed in Egypt.,"At this stage there had still been no formal complaint to the readers' editor's office, but by 5pm editors made me aware of the problems",anecdote
22,Forget the bad science. Here are my top 5 dos and don'ts of dating.,It seems as time progresses we need more and more tactics for tricking someone into a relationship,assumption
228,A Russian bank and French nationalism.,"The opposition UMP - led once again by Sarkozy - incidentally, shares some of the National Front's views on immigration and the EU",assumption
260,Turkey's red line.,"I still can't erase the verses from my mind: ""Oh Great Ataturk, who had created our life of today; on the path that you have paved, in the country that you established, I swear to walk incessantly with the purposes that you have set.""",anecdote
299,#YouTubeAsksObama: GOP desperately needs a 'Glozell' moment.,Green also asked one of the smartest questions Obama has had over the last six years,assumption
141,Our unkept promise to Afghan women.,Women are much more likely to be more disadvantaged than their husband or brother,assumption
208,"President Obama, here's how you build a legacy.","He turned to me and said:""Your dad was shipyard worker and my own father was a travelling shoe salesman. We are all here because this great country gave us opportunities. We have to make sure that's what we leave behind and those kids out there get those same opportunities. Now let's get back in there and go to work!""",anecdote
257,Town told to keep Christ out of Christmas parade.,"""It was a great theme,"" the mayor said",testimony
184,The Observer view on our health and the sugar-peddling food industry.,"The CFC, backed by the British Heart Foundation, has rightly proposed a body independent from the advertising industry to monitor and regulate marketing to children and tougher enforcements",testimony
128,Islamic civilisation is in Europe's DNA.,"as marginalisation is a significant, but not the only, factor in radicalisation",assumption
140,Joan Didion as the new face of Celine? That's so smart.,"when she began her career as a writer at American Vogue in the late 50s, the personnel director of the magazine's owner, Conde Nast, would from time to time stop her in the hall and ask her when she had last called her mother",anecdote
89,Forget the GST on food. Abbott needs to present a new 'grand bargain' to the nation.,there are potential budgetary disincentives if the tax pushes people off private services back on to free government services,assumption
243,Sony scraps 'The Interview': Dark day for America when we cave over silly Seth Rogen comedy.,"In the episode, a British princess is kidnapped, and the ransom demand calls for the prime minister to go on live television and have sex with a pig",anecdote
111,The Hinchingbrooke fiasco shows privatisation is no answer to NHS woes.,its story nonetheless illustrates neatly why the Lansley plan was never going to work,assumption
294,Will Putin bite off more than he can chew?,"In light of Russia's recent behaviour, what can be expected in eastern Ukraine in 2015?",assumption
254,"Yes, too many of us are in pointless jobs - but don't despair.",you're going to do a bullshit job,assumption
30,"Buffalo schools spend $5.4 million on free plastic surgeries for teachers, despite massive deficit.","Except, of course, for a lot of new cosmetic medical procedures for teachers",assumption
132,Is it not time to dismantle the CIA?,"But it had which ""has led to trouble and may have compounded our difficulties in several explosive areas""",testimony
208,"President Obama, here's how you build a legacy.",His attempt to close Guantanamo prison over the objections of Congress is another critical debate,assumption
133,"It's the patriotism, stupid. What liberal critics don't get about American Sniper.","In the words of my good friend and former Army Ranger, Sean Parnell,""[American Sniper] isn't a pro-war film. It's a pro-warrior film.""",testimony
229,Is Russia overstretching itself?,"By contrast, many European countries and the United States recognise the Russian presence in South Ossetia as an illegal occupation",anecdote
62,Connecticut Supreme Court saves teen's life.,"She naively pronounced,""my daughter is not going to die.""",testimony
263,This UK antisemitism survey would have shocked my great uncle Alex.,Alex knew what awaited him there,assumption
115,Fearmongering in Sydney.,many local commentators criticised what they branded as political theatre (both before and after the arrests),assumption
227,Russia's next acquisition.,There is a perfect storm brewing in the region,assumption
248,Straightwashing at the movies: the Pride DVD shows gay people still make the film industry nervous.,"A banner proclaiming""lesbians and gays support the miners"" has been airbrushed out of the picture on the back cover",anecdote
206,Pope Francis' Vatican just gave Democrats a big boost for 2016.,Catholic Democrats have often hyped their faith around election time,assumption
250,Sustaining Iran's regional ambitions at all costs.,It is also likely meant as a show of strength and defiance against Iran's regional rivals,assumption
212,Putin and Erdogan: Partnership of convenience?,"Luckily, the plummeting prices of oil have come as a huge bonus to the government",assumption
115,Fearmongering in Sydney.,"Terrorism isn't something that we should let foster, anywhere",common-ground
300,Zero suicides is an admirable aim but it requires all-out change.,"There is very little being done by the people who have the biggest influence to remove those fears, remove the stigmas, to get people talking about mental health, and make people comfortable with the subject",assumption
216,Rape culture on campus: The silence of men.,This installs fraternities at the very centre of college drinking and socialisation culture,assumption
278,What freedom of speech?,Yes,assumption
155,The Marshall Islands' latest nuclear test.,nations composed of lots of human beings are thus inevitably also contradictory,assumption
104,The Guardian view on counter-terror cooperation: walking the line.,as Europeans reach out to these regimes,assumption
7,Afghanistan conference won't rock the boat.,"Lack of concrete success in the military, economic development and governance efforts in post- Taliban Afghanistan needs to be sincerely examined",assumption
14,A re-elected LNP without Campbell Newman: could this be the election that returns Queensland to normality?,While many seats will be in play,assumption
260,Turkey's red line.,Cumhuriyet has never given a place to a critique of Ataturk or Kemalism,assumption
37,The push for a global audience could be a catastrophe for British sitcoms.,There is quinoa,anecdote
296,Will the awful power of the word 'slut' defeat feminists' efforts to reclaim it?,"Tanenbaum told me that, when women are in closed circle or close-knit community - like a protest with like-minded people, or among friends who understand the cheeky appropriation of the word - identifying as a ""slut"" can be empowering",testimony
215,Race and economics in Hollywood casting.,"Ridley Scott's new movie ""Exodus: Gods and Kings"" has garnered much controversy over his casting decisions",assumption
30,"Buffalo schools spend $5.4 million on free plastic surgeries for teachers, despite massive deficit.",Those ads are bound to pay off for the providers,assumption
